person_id,person,mood_parent,mood_child,mood_code,utterance_1,utterance_2,utterance_3
1,영화관에서 영화를 보고 나온 여자,기쁨,반가움,기쁨_반가움,진짜 오랜만에 이렇게 재밌는 영화 봤어!,친구들 만나서 영화 얘기하니까 너무 좋다.,영화 끝나고 나와서 만나는 게 이렇게 반가운 줄 몰랐어.
1,영화관에서 영화를 보고 나온 여자,기쁨,즐거움,기쁨_즐거움,웃음이 절로 나오는 장면이 많았어!,영화 보면서 시간 가는 줄 몰랐어.,너무 재밌어서 다음에 또 보러 가고 싶어.
1,영화관에서 영화를 보고 나온 여자,기쁨,신명남,기쁨_신명남,마지막 장면 보고 완전 신났다!,영화 끝나고도 기분이 너무 좋았어.,이런 기분을 오랫동안 간직하고 싶어.
1,영화관에서 영화를 보고 나온 여자,기쁨,자신감,기쁨_자신감,이 영화는 내가 추천한 거라 더 자랑스러워.,내 안목이 대단하다는 생각이 들었어.,이런 영화를 고를 수 있다는 게 자신감이 생기더라.
1,영화관에서 영화를 보고 나온 여자,기쁨,감동,기쁨_감동,스토리가 너무 감동적이어서 눈물이 나올 뻔했어.,마지막 장면이 특히 마음에 와닿았어.,영화를 보고 나서 깊은 생각에 빠졌어.
1,영화관에서 영화를 보고 나온 여자,기쁨,만족감,기쁨_만족감,이 영화 보길 잘했다는 생각이 들어.,영화 볼 때마다 이런 만족감은 처음이야.,정말 기대 이상이었어!
1,영화관에서 영화를 보고 나온 여자,기쁨,편안함,기쁨_편안함,영화 보며 마음이 편안해졌어.,차분한 분위기가 좋았어.,영화 끝나고도 여운이 남아서 좋았어.
1,영화관에서 영화를 보고 나온 여자,기쁨,고마움,기쁨_고마움,이런 좋은 영화를 추천해줘서 고마워!,친구와 함께 할 수 있어서 더 좋았어.,영화를 보게 해준 모든 사람에게 감사해.
1,영화관에서 영화를 보고 나온 여자,기쁨,신뢰감,기쁨_신뢰감,감독이 믿음직한 사람이라 더욱 기대가 됐어.,배우들 연기가 너무 좋아서 신뢰가 갔어.,이런 영화를 만들 수 있는 사람에 대해 믿음이 생겼어.
1,영화관에서 영화를 보고 나온 여자,기쁨,안정감,기쁨_안정감,영화 보면서 마음이 안정되는 느낌이었어.,편안한 분위기가 좋았어.,이런 안정감 느끼는 영화는 처음이야.
1,영화관에서 영화를 보고 나온 여자,기쁨,공감,기쁨_공감,주인공의 감정이 너무 잘 와닿더라.,이런 상황에서 나도 그랬던 것 같아.,영화 속 이야기와 나의 경험이 겹치니까 감동적이었어.
1,영화관에서 영화를 보고 나온 여자,기쁨,자랑스러움,기쁨_자랑스러움,이런 영화가 한국에서도 만들어졌다는 게 자랑스러워.,내 친구들에게 이 영화를 꼭 추천해주고 싶어.,이런 멋진 작품이 나왔다는 게 자랑스러워.
1,영화관에서 영화를 보고 나온 여자,사랑,호감,사랑_호감,주인공의 매력이 정말 뛰어나더라.,이런 캐릭터를 보니 마음이 설레였어.,영화를 보면서 그 사람의 매력에 빠져들었어.
1,영화관에서 영화를 보고 나온 여자,사랑,귀중함,사랑_귀중함,이런 소중한 경험을 할 수 있어서 행복해.,친구와 함께 본 영화라 더 귀중했어.,내 인생의 한 순간으로 남을 것 같아.
1,영화관에서 영화를 보고 나온 여자,사랑,매력적,사랑_매력적,주인공이 너무 매력적이었어.,영화 속 캐릭터들이 다 매력적이어서 빠져들었어.,이런 매력적인 인물들을 보니 기분이 좋아졌어.
1,영화관에서 영화를 보고 나온 여자,사랑,두근거림,사랑_두근거림,특정 장면에서 심장이 두근거렸어.,그 장면은 정말 떨림이 느껴졌어.,이런 감정이 드는 영화는 오랜만이야.
1,영화관에서 영화를 보고 나온 여자,사랑,아른거림,사랑_아른거림,영화 끝나고도 그 장면이 아른거려.,주인공의 미소가 계속 생각나.,그 장면이 자꾸 떠올라서 마음이 설레.
1,영화관에서 영화를 보고 나온 여자,사랑,너그러움,사랑_너그러움,이 영화를 보고 나니 마음이 너그러워졌어.,주인공의 마음이 너무 예뻐.,모든 감정이 포용되는 느낌이야.
1,영화관에서 영화를 보고 나온 여자,사랑,열정적임,사랑_열정적임,영화 속 열정이 나에게도 전해졌어.,이런 열정적인 이야기를 보니 힘이 나.,주인공의 열정에 감동했어.
1,영화관에서 영화를 보고 나온 여자,사랑,다정함,사랑_다정함,영화 속 인물 간의 다정함이 좋았어.,이런 따뜻한 관계가 정말 좋더라.,서로를 아끼는 모습이 감동적이었어.
1,영화관에서 영화를 보고 나온 여자,사랑,동정(슬픔),사랑_동정(슬픔),영화 속 인물이 너무 불쌍해 보여서 마음이 아팠어.,그 상황에서 나도 그랬을 것 같아.,너무 슬픈 장면에서 동정을 느꼈어.
1,영화관에서 영화를 보고 나온 여자,슬픔,억울함,슬픔_억울함,주인공이 겪는 일이 너무 억울해.,그런 상황이 나에게 생긴다면 어쩌지 싶었어.,이런 일이 실제로 일어난다면 정말 속상할 것 같아.
1,영화관에서 영화를 보고 나온 여자,슬픔,외로움,슬픔_외로움,영화를 보면서 외로움이 느껴졌어.,주인공이 혼자인 모습이 안타까웠어.,그 장면에서 나도 외로움을 느꼈어.
1,영화관에서 영화를 보고 나온 여자,슬픔,후회,슬픔_후회,주인공의 선택이 아쉬웠어.,그런 결정을 하지 않았으면 좋았을 걸.,후회 없는 선택이었으면 좋겠어.
1,영화관에서 영화를 보고 나온 여자,슬픔,실망,슬픔_실망,영화 마지막이 이렇게 끝날 줄은 몰랐어.,기대했던 것과 너무 달라서 실망했어.,결말이 뭔가 아쉬웠어.
1,영화관에서 영화를 보고 나온 여자,슬픔,허망,슬픔_허망,결말을 보고 허망한 기분이 들었어.,이런 식으로 끝날 줄은 몰랐어.,허무한 기분이 가시질 않네.
1,영화관에서 영화를 보고 나온 여자,슬픔,그리움,슬픔_그리움,영화를 보면서 과거가 그리워졌어.,주인공의 과거 모습이 너무 그리웠어.,그 시절의 내가 떠올라서 슬펐어.
1,영화관에서 영화를 보고 나온 여자,슬픔,수치심,슬픔_수치심,주인공이 겪는 일이 너무 수치스러웠어.,내가 그 상황이었다면 정말 힘들었을 것 같아.,그런 일이 나에게 생기면 정말 부끄럽겠어.
1,영화관에서 영화를 보고 나온 여자,슬픔,고통,슬픔_고통,주인공의 고통이 너무 깊이 느껴졌어.,이런 고통을 겪는 사람들을 보니 마음이 아파.,그 장면에서 나도 눈물이 났어.
1,영화관에서 영화를 보고 나온 여자,슬픔,절망,슬픔_절망,영화 속 인물이 절망적인 상황에 처했어.,그런 절망감은 정말 견디기 힘들 것 같아.,주인공의 절망을 이해할 수 있을 것 같아.
1,영화관에서 영화를 보고 나온 여자,슬픔,무기력,슬픔_무기력,주인공의 무기력함이 느껴졌어.,그 상황에서 나도 포기할 것 같아.,무기력한 모습이 안타까웠어.
1,영화관에서 영화를 보고 나온 여자,슬픔,아픔,슬픔_아픔,주인공의 아픔이 너무 와닿았어.,그 장면에서 나도 아픈 기억이 떠올랐어.,아픈 마음을 가진 인물들을 보니 슬펐어.
1,영화관에서 영화를 보고 나온 여자,두려움,위축감,두려움_위축감,주인공이 위축되는 모습이 안쓰러웠어.,그런 상황에서 나도 움츠러들 것 같아.,위축된 모습이 너무 불안해 보였어.
1,영화관에서 영화를 보고 나온 여자,두려움,놀람,두려움_놀람,예상치 못한 전개에 놀랐어!,그 장면에서 정말 깜짝 놀랐어.,이런 반전은 전혀 예상하지 못했어.
1,영화관에서 영화를 보고 나온 여자,두려움,공포,두려움_공포,공포 영화처럼 너무 무서웠어.,그 장면이 떠오를 때마다 소름이 돋아.,이런 공포는 정말 잊을 수 없을 것 같아.
1,영화관에서 영화를 보고 나온 여자,두려움,걱정,두려움_걱정,영화 내용이 너무 무서웠어.,혹시 내가 잘못 이해한 건 아닐까?,결말이 어떻게 될지 걱정돼.
1,영화관에서 영화를 보고 나온 여자,두려움,초조함,두려움_초조함,너무 긴장돼서 영화를 제대로 못 봤어.,다음 장면이 궁금한데 불안해.,내가 예상한 대로 안 되면 어쩌지?
1,영화관에서 영화를 보고 나온 여자,분노,원망,분노_원망,그 배우 왜 그렇게 연기했지?,상황이 이렇게 된 건 다 그 때문이야.,스토리가 너무 엉망이야.
1,영화관에서 영화를 보고 나온 여자,분노,불쾌,분노_불쾌,영화 진짜 맘에 안 들어.,이런 결말은 너무 억울해.,시간 낭비한 기분이야.
1,영화관에서 영화를 보고 나온 여자,분노,날카로움,분노_날카로움,이렇게 끝내다니 너무 화나.,왜 이렇게 설정이 허술해?,이런 장면은 정말 불필요해.
1,영화관에서 영화를 보고 나온 여자,분노,타오름,분노_타오름,정말 짜증 나!,이런 건 영화가 아니야.,내가 왜 이렇게 화나는 거지?
1,영화관에서 영화를 보고 나온 여자,미움(상대방),반감,미움(상대방)_반감,감독이 이걸 만든 게 믿기지 않아.,이 배우 연기 진짜 별로야.,이 영화는 내 취향이 아니야.
1,영화관에서 영화를 보고 나온 여자,미움(상대방),경멸,미움(상대방)_경멸,이런 영화를 만들다니 한심해.,연출도 연기도 다 별로야.,이건 정말 이해할 수 없어.
1,영화관에서 영화를 보고 나온 여자,미움(상대방),비위상함,미움(상대방)_비위상함,이런 영화를 만든 사람 정말 대단해.,내 취향을 완전히 무시했네.,이게 어떻게 영화일 수 있지?
1,영화관에서 영화를 보고 나온 여자,미움(상대방),치사함,미움(상대방)_치사함,이런 결말은 너무 치사해.,결국 다 망치는 거잖아.,상대방이 이렇게 나올 줄은 몰랐어.
1,영화관에서 영화를 보고 나온 여자,미움(상대방),불신감,미움(상대방)_불신감,이 영화는 진실성이 없어.,저 사람은 믿을 수 없는 캐릭터야.,이런 설정은 너무 가짜 같아.
